raza,estado,municipio,localidad,altitud,precipitacion,temperatura,color_grano,hileras_mazorca,longitud_promedio,cat_altitud,cat_temperatura,cat_precipitacion
maíz raza olotillo,hidalgo,huazalingo,copaltitla,443.0,1490,23,"['amarillo', 'amarillo naranja', 'azul', 'amarillo', 'amarillo naranja', 'azul']",9.6,16.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,venustiano carranza,colonia flores magón,480.0,1110,25,['blanco'],8,18,bajas,caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,colonia flores magón,480.0,1110,25,"['rojo', 'azul oscuro']",11,17.5,bajas,caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,colonia flores magón,480.0,1110,25,['amarillo claro'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,colonia flores magón,480.0,1110,25,['amarillo claro'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,colonia flores magón,480.0,1110,25,['blanco'],10,19,bajas,caliente,abundantes
maíz raza olotillo,puebla,hueytamalco,cerca del ejido palo gacho (al sur de palo gacho),513.0,2462,21,['blanco cremoso'],10.5,17.15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,tuxtla chico,ejido sur de guillen,190.0,2610,27,['blanco'],11,16,bajas,caliente,muy abundantes
maíz raza olotillo,guerrero,coyuca de benitez,el encino prieto,365.0,1162,26,['blanco cremoso'],11.2,19.3,bajas,caliente,abundantes
maíz raza olotillo,chiapas,la independencia,emiliano zapata,1495.0,1275,18,['blanco'],no disponible,no disponible,mediana altitud,templada,abundantes
maíz raza olotillo,puebla,xochitlan de vicente suarez,xochitlan,1051.0,2347,19,"['amarillo claro', 'rojo']",no disponible,no disponible,bajas,templada,muy abundantes
maíz raza olotillo,chiapas,venustiano carranza,ejido soyatitán,855.0,1122,24,['blanco'],12,13.5,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,ejido soyatitán,855.0,1122,24,"['blanco', 'rojo']",10,18,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,el ocote,739.0,977,24,no disponible,9.8,16.875,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,xochiapulco,"atzalán, aledaño al ejido atzalán",1590.0,1942,17,['blanco'],11,no disponible,mediana altitud,fría,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,"san juan seco, camino san juan seco-el chamizal",376.0,1696,24,['blanco cremoso'],10.2,18.77,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,cintalapa,cerca de villamorelos,704.0,790,24,['blanco'],10.4,16.35,bajas,semi-caliente,intermedias
maíz raza olotillo,tamaulipas,hidalgo,ejido la trinidad,399.0,816,22,['amarillo claro'],8,18.6,bajas,semi-caliente,intermedias
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,729.0,1022,24,['blanco'],9.3,16.57,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,tenampulco,cerca de el chacal,82.0,1625,24,['blanco cremoso'],12.4444444444444,20.5111111111111,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan lalana,arroyo blanco,219.0,2350,24,['blanco'],11,26,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,castillo de teayo,el xuchitl,111.0,1250,24,['blanco cremoso'],11.4,17.66,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,río gusano,1325.0,947,21,['blanco cremoso'],9.7,17.25,mediana altitud,templada,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,río gusano,1325.0,947,21,no disponible,10.35,17.675,mediana altitud,templada,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,papantla,"benito juárez, comunidad benito juárez",188.0,1631,23,['blanco cremoso'],12.4,19.27,bajas,semi-caliente,muy abundantes
maíz raza olotillo,michoacan de ocampo,coalcoman de vazquez pallares,coalcomán,1031.0,1139,22,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,michoacan de ocampo,coalcoman de vazquez pallares,coalcomán,1031.0,1139,22,"['blanco', 'naranja']",no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,el ocote,712.0,977,24,no disponible,9.05,18.855,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,san luis acatlan,cuanacaxtitlan,469.0,1734,26,['blanco cremoso'],11.6,15.3,bajas,caliente,muy abundantes
maíz raza olotillo,san luis potosi,tamazunchale,"chapulhuacanito, barrio kuakumol",158.0,1672,24,"['amarillo', 'rojo naranja']",10.8,16,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tamazunchale,chapulhuacanito,158.0,1672,24,['amarillo'],9.2,18.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"axochio, camino tilapan-río tuxtla, entre coyoltepec y la redonda",39.0,1402,25,['blanco cremoso'],12.6,17.57,bajas,caliente,muy abundantes
maíz raza olotillo,chiapas,comitan de dominguez,los riegos,1580.0,1239,18,['amarillo claro'],no disponible,no disponible,mediana altitud,templada,abundantes
maíz raza olotillo,chiapas,comitan de dominguez,los riegos,1580.0,1239,18,['blanco'],no disponible,no disponible,mediana altitud,templada,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,el ocote,692.0,977,24,no disponible,10.1,19.125,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,el cacalote,1040.0,1031,21,['blanco'],9.5,12.72,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,el cacalote,1040.0,1031,21,['blanco'],9.8,14.835,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,"santa cruz, barrio josé lópez portillo",123.0,1454,24,"['amarillo naranja', 'amarillo']",10.4,20.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,"santa cruz, barrio el mirador",123.0,1454,24,['amarillo'],10.2,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,río enmedio,584.0,969,24,"['blanco', 'amarillo claro']",9.8,16.575,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,río enmedio,584.0,969,24,['blanco cremoso'],9.9,15.25,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huautla,"tzacuala, barrio chote",205.0,1321,24,"['amarillo', 'amarillo naranja', 'amarillo', 'amarillo naranja']",9.8,14.4,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,cerca de el paraje,293.0,1390,23,"['amarillo claro', 'amarillo medio', 'amarillo naranja']",9.6,16.02,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,ayotzintepec,monte mario,127.0,2345,24,['blanco'],12,22,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"santa rosa abata, carretera san andrés tuxtla-catemaco, desviación santa rosa abata",505.0,1782,23,['rojo'],10.4,18.64,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chiconamel,mohuijco,152.0,1388,24,['amarillo'],10.4,15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,palma real,336.0,1548,23,"['amarillo', 'amarillo naranja']",8.4,15.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,san luis acatlan,el carmen,272.0,1580,26,['blanco cremoso'],12.4,15.8,bajas,caliente,muy abundantes
maíz raza olotillo,nayarit,compostela,compostela,829.0,1282,22,"['blanco', 'amarillo claro']",no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,el gavilán,750.0,931,24,no disponible,no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,el gavilán,750.0,931,24,['rojo'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,el gavilán,750.0,931,24,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,el gavilán,750.0,931,24,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,el gavilán,750.0,931,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chiconquiaco,"los naranjos, parte baja de chiconquiaco",1279.0,1611,18,['blanco cremoso'],12.6,17.73,mediana altitud,templada,muy abundantes
maíz raza olotillo,oaxaca,santo domingo de morelos,santa maría bella vista,330.0,1042,25,['blanco cremoso'],9.9,18,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,el caulote,185.0,1058,26,['amarillo claro'],9.9,17.905,bajas,caliente,abundantes
maíz raza olotillo,coahuila de zaragoza,san pedro,san francisco de arriba,1117.0,207,21,no disponible,12.2,16.3,bajas,templada,escasas
maíz raza olotillo,hidalgo,xochiatipan,tlaltecatla,332.0,1546,23,"['amarillo', 'rojo naranja', 'amarillo', 'rojo naranja']",9.6,14.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,xochiatipan,tlaltecatla,332.0,1546,23,"['blanco', 'amarillo']",9.6,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,xochiatipan,tlaltecatla,332.0,1546,23,"['blanco', 'jaspeado', 'azul', 'blanco', 'jaspeado', 'azul']",9.2,17.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,humotitla coyuco,133.0,1341,24,['amarillo'],8.4,15.8,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,los coyotes,112.0,1455,24,['blanco cremoso'],9,19.95,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,actopan,esperanza,181.0,1026,25,no disponible,no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,la trinitaria,palo gordo,714.0,1128,24,"['blanco', 'amarillo claro']",13,16.8,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,ometepec,"cerca de san francisco (la palma, al ssw de la localidad)",269.0,1345,27,no disponible,no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,guerrero,tecoanapa,xalpatlahuac,689.0,1668,24,['blanco cremoso'],9.2,14.94,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,macahuite,705.0,978,24,['blanco cremoso'],10.6,21.905,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,macahuite,705.0,978,24,['blanco cremoso'],9.7,17.05,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,las margaritas,lomantan,1770.0,1185,17,['amarillo claro'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"terán, zapata se localiza al interior de la localidad delegación terán",567.0,960,25,['azul oscuro'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"terán, la colonia zapata se localiza al interior de la localidad delegación terán",567.0,960,25,"['blanco', 'azul oscuro']",no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"terán, ribera del carmen se localiza al interior de la delegación terán",567.0,960,25,no disponible,no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"terán, zapata se localiza al interior de la localidad delegación terán",567.0,960,25,['blanco'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"terán, ribera del carmen se localiza al interior de la delegación terán",567.0,960,25,no disponible,no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,san luis potosi,huehuetlan,la escalera,113.0,1566,24,"['amarillo naranja', 'amarillo naranja']",8.4,12.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,"chalahuiapa, en el ejido de chalahuayapan",265.0,1348,23,['blanco cremoso'],8.4,18.64,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,"chalahuiapa, en el ejido de chalahuayapan",265.0,1348,23,['blanco cremoso'],9,16.86,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,"chalahuiapa, en el ejido de chalahuayapan",265.0,1348,23,['blanco cremoso'],9,16.11,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,"chalahuiapa, en el ejido de chalahuayapan",265.0,1348,23,['blanco cremoso'],9.2,17.34,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,tecoanapa,tlayoyotepec,612.0,1679,25,['blanco cremoso'],10.8,16.66,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,río molino,766.0,1007,22,"['blanco cremoso', 'amarillo claro']",10.7,14.995,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,soteapan,"al sur de la localidad cerro de la palma, carretera federal libre a mecayapan",130.0,1722,25,"['naranja', 'rojo naranja']",11.8,13.88,bajas,caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"tulapan, carretera salto de eyipantla-abrevadero",82.0,1465,25,['blanco cremoso'],11,18.45,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,arroyo hueso,1506.0,981,20,"['blanco', 'amarillo claro']",10.1,18.5,mediana altitud,templada,abundantes
maíz raza olotillo,chiapas,jiquipilas,ejido miguel hidalgo,538.0,910,24,['blanco'],10,15,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,falda del gachupín,807.0,1022,23,no disponible,9.55,16.455,bajas,semi-caliente,abundantes
maíz raza olotillo,tamaulipas,san fernando,ejido juan antonio,48.0,612,23,['blanco cremoso'],10.64,15.54,bajas,semi-caliente,poco abundantes
maíz raza olotillo,san luis potosi,tampamolon corona,río florido,88.0,1434,24,['amarillo naranja'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,atotonilco el grande,el contadero,1913.0,638,16,['blanco cremoso'],8.4,12.92,altas,fría,poco abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,manuel maría contreras,101.0,1250,24,['blanco cremoso'],10.8,18.86,bajas,semi-caliente,abundantes
maíz raza olotillo,morelos,tlaquiltenango,xicatlacotla,824.0,822,24,['blanco'],10.4,14.72,bajas,semi-caliente,intermedias
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,la candelaria,484.0,1730,23,['blanco cremoso'],9.4,14.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,la candelaria,484.0,1730,23,"['rojo naranja', 'rojo', 'rojo oscuro']",10.4,17.13,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,tampacán,131.0,1534,24,"['amarillo medio', 'amarillo naranja']",8.8,14,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,tampacán,131.0,1534,24,['blanco cremoso'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,malinaltepec,monte alegre,1693.0,1406,20,['blanco cremoso'],11.2,15.6,mediana altitud,templada,muy abundantes
maíz raza olotillo,guerrero,tlacoachistlahuaca,cerca de tlacoachistlahuaca (al e de la localidad),416.0,1508,26,no disponible,no disponible,no disponible,bajas,caliente,muy abundantes
maíz raza olotillo,chiapas,la independencia,zapata,1511.0,1277,18,['amarillo claro'],no disponible,no disponible,mediana altitud,templada,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,"los ajos, sta. clara",126.0,1247,24,['amarillo'],9.2,14.6,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,"los ajos, sta. clara",126.0,1247,24,"['amarillo', 'blanco']",8.8,16.8,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,"los ajos, sta. clara",126.0,1247,24,"['blanco', 'amarillo', 'blanco', 'amarillo']",10,16.2,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,"los ajos, sta. clara",126.0,1247,24,['blanco'],10,19.2,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,"los ajos, sta. clara",126.0,1247,24,['blanco'],10,18,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,santa maría bella vista,331.0,1046,25,['blanco'],11,12.875,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,ayoco,242.0,1329,23,['blanco cremoso'],9.8,16.23,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,"san pedro quimichostayo, camino a laguneta",487.0,1741,23,['blanco cremoso'],10.4,18.33,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,jiquipilas,jiquipilas,531.0,901,24,['blanco cremoso'],10,17,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,la trinitaria,carmen xhan,1232.0,1473,20,['blanco'],no disponible,no disponible,mediana altitud,templada,muy abundantes
maíz raza olotillo,chiapas,la trinitaria,carmen xhan,1232.0,1473,20,['amarillo claro'],no disponible,no disponible,mediana altitud,templada,muy abundantes
maíz raza olotillo,chiapas,suchiapa,plan de munumi,458.0,1000,26,['blanco'],8.6,17.55,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,cerca de tlatlapango el grande,299.0,1390,23,['blanco cremoso'],9.4,17.69,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san pedro jicayan,san josé yutatuyaa,269.0,1300,27,['amarillo claro'],9,16.5,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san pedro jicayan,san josé yutatuyaa,269.0,1300,27,['azul'],9,17.1,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,tataltepec de valdes,tataltepec de valdés,866.0,1465,24,['azul'],10,15.1,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,tataltepec de valdes,tataltepec de valdés,866.0,1465,24,['amarillo claro'],14,15.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,tataltepec de valdes,tataltepec de valdés,866.0,1465,24,['blanco'],15,18.7,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,chiapa de corzo,cerca de zapata 1,436.0,1009,26,"['blanco', 'blanco cremoso']",10,18.6285714285714,bajas,caliente,abundantes
maíz raza olotillo,chiapas,chiapa de corzo,cerca de zapata 1,436.0,1009,26,['amarillo claro'],11.6,21.61,bajas,caliente,abundantes
maíz raza olotillo,san luis potosi,axtla de terrazas,axtla de terrazas,96.0,1564,24,"['amarillo medio', 'amarillo naranja']",9.6,14.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,comitan de dominguez,colonia hidalgo comitán,1917.0,1158,16,['amarillo claro'],no disponible,no disponible,altas,fría,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chiconquiaco,"los naranjos, parte baja de chiconquiaco",1280.0,1611,18,"['blanco cremoso', 'amarillo claro', 'amarillo medio']",10.2,16.59,mediana altitud,templada,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,"la chamizal, camino santa rosa cintepec-juan díaz cobarruvias",200.0,1607,24,['blanco cremoso'],13,16.21,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,los horcones,190.0,1049,25,['blanco cremoso'],12.4,13.93,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,santa cruz zenzontepec,santa maría tlapanalquiahuitl,943.0,1444,24,['amarillo claro'],12,15.7,bajas,semi-caliente,muy abundantes
