raza,estado,municipio,localidad,altitud,precipitacion,temperatura,color_grano,hileras_mazorca,longitud_promedio,cat_altitud,cat_temperatura,cat_precipitacion
maíz raza olotillo,puebla,zacapoaxtla,"xalacapan, 3 km de zacapoaxtla",1637.0,1824,16,"['blanco', 'amarillo claro', 'rojo', 'azul oscuro']",11,no disponible,mediana altitud,fría,muy abundantes
maíz raza olotillo,puebla,zacapoaxtla,xalacapan,1637.0,1824,16,['blanco'],10,no disponible,mediana altitud,fría,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,"la esperanza, camino santa rosa cintepec-juan díaz cobarruvias",174.0,1556,25,['blanco cremoso'],11.6,19.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,534.0,1022,24,['blanco cremoso'],10.24,13.376,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,rivera de nambia,466.0,1007,26,['amarillo claro'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,el tejocote,1041.0,900,22,['amarillo naranja'],10.08,15.86,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,el tejocote,1041.0,900,22,"['blanco', 'amarillo claro']",9.88,14.96,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa cruz zenzontepec,"barrio de abajo, quinicuano",706.0,1494,25,['blanco'],9,14.9,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa cruz zenzontepec,"barrio de abajo, quinicuano",706.0,1494,25,['blanco'],13,18.1,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa cruz zenzontepec,"barrio de abajo, quinicuano",706.0,1494,25,['amarillo claro'],13,17.3,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa cruz zenzontepec,"barrio de abajo, quinicuano",706.0,1494,25,['blanco'],11,15.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina juquila,san josé ixtapan,733.0,1156,25,['blanco'],10,15.3,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina juquila,san josé ixtapan,733.0,1156,25,['blanco'],11,17.9,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina juquila,san josé ixtapan,733.0,1156,25,['blanco'],9,15.4,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,zoquiapan,zoquiapan,1076.0,2366,19,"['blanco', 'azul oscuro']",10,no disponible,bajas,templada,muy abundantes
maíz raza olotillo,puebla,zoquiapan,zoquiapan,1076.0,2366,19,"['blanco', 'amarillo claro', 'azul oscuro']",10,no disponible,bajas,templada,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,cerca de tlatlapango el grande,356.0,1495,23,['blanco cremoso'],9.2,17.82,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,san lucas,el zapotal,677.0,948,25,['amarillo claro'],11,18.1,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,el zapotal,677.0,948,25,['amarillo claro'],10,17.5,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,el zapotal,677.0,948,25,['blanco'],10,16.1,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,el zapotal,677.0,948,25,['blanco'],10,19.7,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,el zapotal,677.0,948,25,['blanco'],9,21,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,el zapotal,677.0,948,25,['blanco'],8,11.3,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,el zapotal,677.0,948,25,['amarillo claro'],10,17.9,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,san josé del peñasco,711.0,951,24,['blanco'],9.3,17.56,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,agua blanca de iturbide,san cornelio,1582.0,1472,17,['blanco cremoso'],13.4,17.5,mediana altitud,fría,muy abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,llano de hombre,1189.0,1009,22,['amarillo claro'],11.3,12.975,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,jardín del sur,558.0,970,24,['amarillo claro'],10.3157894736842,11.3894736842105,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,zihuatanejo de azueta,agua de correa,380.0,1117,25,"['blanco', 'amarillo claro']",no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,santa martha loxicha,813.0,986,24,no disponible,9.45,19.165,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,acateno,cerca de la esmeralda (finca la esmeralda),104.0,1718,24,['blanco cremoso'],9.8,15.37,bajas,semi-caliente,muy abundantes
maíz raza olotillo,queretaro,pinal de amoles,ahuacatlán de guadalupe,1101.0,592,22,"['azul', 'azul oscuro']",13.4,18.2,bajas,semi-caliente,poco abundantes
maíz raza olotillo,queretaro,pinal de amoles,ahuacatlán de guadalupe,1101.0,592,22,"['amarillo claro', 'amarillo naranja']",13,16.4,bajas,semi-caliente,poco abundantes
maíz raza olotillo,guerrero,la union de isidoro montes de oca,la unión,71.0,963,27,['blanco cremoso'],12.8,17.1,bajas,caliente,abundantes
maíz raza olotillo,chiapas,teopisca,nuevo leon,1135.0,1267,22,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,zacapoaxtla,tahitic,1433.0,2081,17,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible,mediana altitud,fría,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"el remolino, camino los naranjos-popotal",34.0,1354,25,"['amarillo naranja', 'naranja']",10.6,17.06,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,santa rosa abata,534.0,1782,23,['blanco cremoso'],11.4,18.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,santa úrsula,851.0,958,23,['blanco cremoso'],10.95,16.77,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,803.0,1028,23,no disponible,9.9,19.275,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,coxcatlan,barrio la palma,185.0,1536,24,['amarillo claro'],11,17.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,el comején,1113.0,954,21,"['blanco', 'amarillo medio']",9.9,17.46,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,huehuetlan,huehuetlán,373.0,1504,23,"['blanco', 'amarillo']",11.2,19.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,suchiapa,cerca de pacú,446.0,1001,26,['blanco cremoso'],8.4,18.59,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"cuesta amarilla, carretera el salto-abrevadero",99.0,1544,25,['blanco cremoso'],11.6,16.15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,acatlan de perez figueroa,tembladera del castillo,84.0,1972,25,"['blanco', 'amarillo claro']",11,20,bajas,caliente,muy abundantes
maíz raza olotillo,puebla,acateno,ejido palo gacho,378.0,2044,23,['blanco cremoso'],10.75,14.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,acateno,ejido palo gacho,378.0,2044,23,['blanco cremoso'],10.5,15.6375,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,ometepec,"cerca de san francisco (la palma, al sw de la localidad)",279.0,1345,27,no disponible,no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,el ocote,679.0,985,24,['blanco cremoso'],10.24,19.64,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,hueycuatitla,322.0,1498,23,"['amarillo', 'blanco', 'amarillo', 'blanco']",10,16.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tamazunchale,ranchería el sol,145.0,1707,24,['amarillo naranja'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tamazunchale,ranchería el sol,145.0,1707,24,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,piedra grande,1209.0,1046,21,['blanco cremoso'],11.2,17.33,mediana altitud,templada,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,barrio coyote,159.0,1049,26,"['blanco', 'amarillo claro']",9.95,14.91,bajas,caliente,abundantes
maíz raza olotillo,hidalgo,huazalingo,otecoch,457.0,1500,23,['amarillo naranja'],8.8,15.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tilapa,colonia san miguel tilapa,1237.0,720,22,['blanco cremoso'],9.33333333333333,12.1166666666667,mediana altitud,semi-caliente,intermedias
maíz raza olotillo,oaxaca,santa catarina loxicha,san antonio cofradía,856.0,940,24,"['blanco', 'amarillo claro']",9.4,16.525,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,molango de escamilla,molango,1615.0,617,17,"['blanco', 'amarillo claro', 'naranja']",no disponible,no disponible,mediana altitud,fría,poco abundantes
maíz raza olotillo,oaxaca,putla villa de guerrero,jicaltepec,890.0,1634,23,['azul oscuro'],9.1,13.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,putla villa de guerrero,jicaltepec,890.0,1634,23,"['blanco', 'rojo']",10,17.1,bajas,semi-caliente,muy abundantes
maíz raza olotillo,morelos,coatetelco,cerca de coatetelco,971.0,907,23,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,atlapexco,"cochiscuatitla, teixcoapa",336.0,1443,23,['amarillo'],9.2,14.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,atlapexco,cochiscuatitla,336.0,1443,23,"['amarillo', 'amarillo']",10.4,16.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,atlapexco,"cochiscuatitla, caljtarepa",336.0,1443,23,"['amarillo', 'amarillo naranja']",10,15.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,atlapexco,cochiscuatitla,336.0,1443,23,"['amarillo', 'blanco']",9.4,15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,mexico,malinalco,san sebastian,2054.0,1129,17,['blanco'],8,15.04,altas,fría,abundantes
maíz raza olotillo,guerrero,coyuca de benitez,atoyaquillo,132.0,1130,26,['blanco cremoso'],13.2,18.5,bajas,caliente,abundantes
maíz raza olotillo,guerrero,coyuca de benitez,atoyaquillo,132.0,1130,26,['blanco cremoso'],12,17,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san juan bautista tuxtepec,mazín chico,67.0,2240,25,['blanco'],11,18,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan bautista tuxtepec,mazín chico,67.0,2240,25,['blanco'],12,22,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan bautista tuxtepec,mazín chico,67.0,2240,25,['blanco'],12,19,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,acateno,la palma,320.0,2056,23,['blanco cremoso'],13.1111111111111,17.0333333333333,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,809.0,1031,23,['blanco cremoso'],9.5,19.725,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva esperanza,852.0,909,23,['blanco'],11.2,16.525,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,ejido coachumo,325.0,1413,23,"['amarillo', 'rojo naranja', 'blanco']",10,16.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,el ocote,691.0,984,24,['amarillo naranja'],9.84,15.056,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,barrio coyote,161.0,1049,26,['blanco'],11.95,15.665,bajas,caliente,abundantes
maíz raza olotillo,puebla,zacapoaxtla,tatoxcac,1905.0,1249,15,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,20,altas,fría,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,"santa rosa cintepec, carretera catemaco-acayucan",483.0,1705,23,['blanco cremoso'],10.2,17.1,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,san josé del peñasco,639.0,964,24,['blanco'],9.3,20.025,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,san josé del peñasco,639.0,964,24,['blanco cremoso'],9.7,18.81,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,río los peces,388.0,1084,25,['amarillo medio'],9.72,17.632,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,río los peces,388.0,1084,25,"['blanco', 'amarillo claro']",10.5,15.81,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,jilotepec,jilotepec,1369.0,1607,18,['blanco'],no disponible,no disponible,mediana altitud,fría,muy abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,arroyo seco,621.0,993,24,"['blanco', 'amarillo claro']",10.45,15.755,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,el tapanco,508.0,999,25,no disponible,9.8,16.805,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro sabroso,1203.0,981,22,['blanco cremoso'],10.5263157894737,20.2631578947368,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro sabroso,1203.0,981,22,['blanco cremoso'],9.8,18.67,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro sabroso,1203.0,981,22,['blanco cremoso'],9.9,21.655,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,xilitla,tlamaya,551.0,1367,22,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro gordo,653.0,997,24,no disponible,10.75,17.445,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro gordo,653.0,997,24,no disponible,10.4,17.12,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro gordo,653.0,997,24,['blanco cremoso'],9.9,18.87,bajas,semi-caliente,abundantes
maíz raza olotillo,nayarit,bahia de banderas,la ceiba,82.0,1355,25,['blanco cremoso'],9.625,14.59375,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,mecayapan,"plan agrario, comunidad plan agrario",544.0,1658,23,['blanco cremoso'],11,18.57,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,tzimol,manuel velasco suárez,668.0,1063,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,tampacan,totomoxtla,103.0,1564,24,"['amarillo', 'amarillo naranja', 'amarillo', 'amarillo naranja']",8.8,16.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,totomoxtla,103.0,1564,24,['amarillo'],10.8,15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan guichicovi,chocolate,336.0,1938,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan guichicovi,chocolate,336.0,1938,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina juquila,santa maría yolotepec,1746.0,1248,18,['blanco'],12,17.3,mediana altitud,templada,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,el campanario,1189.0,907,22,['blanco'],9.2,16.73,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,río guayabal,442.0,1035,25,['blanco'],10.4,20.5,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro gordo,757.0,997,24,no disponible,9.75,17.425,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro gordo,757.0,997,24,['blanco cremoso'],10.05,16.82,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro gordo,757.0,997,24,"['blanco', 'amarillo claro']",10.1,17.795,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva esperanza,865.0,923,23,"['blanco', 'amarillo claro']",8.8,13.83,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"cuesta de laja, comunidad cuesta de laja",153.0,1527,25,['blanco cremoso'],11.4,12.29,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,atoyac de alvarez,el cocuyachi,553.0,1414,24,['azul oscuro'],12.8,16.32,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,xilitla,nuevo miramar,1321.0,791,18,"['amarillo', 'rojo naranja', 'blanco']",12,22.4,mediana altitud,templada,intermedias
maíz raza olotillo,san luis potosi,xilitla,nuevo miramar,1321.0,791,18,"['azul', 'azul']",10.8,16.4,mediana altitud,templada,intermedias
maíz raza olotillo,chiapas,frontera comalapa,comalapa,655.0,1826,24,"['blanco', 'azul oscuro']",no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,frontera comalapa,comalapa,655.0,1826,24,"['amarillo claro', 'naranja']",14,14.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,coyuca de benitez,la lima,316.0,1184,26,['blanco cremoso'],10,19.88,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,platon sanchez,tlalpani,163.0,1362,24,['amarillo'],10,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,platon sanchez,tlalpani,163.0,1362,24,['amarillo'],9.6,14.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,platon sanchez,tlalpani,163.0,1362,24,['blanco'],10.8,16.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,platon sanchez,tlalpani,163.0,1362,24,['amarillo'],10,15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,río los peces,368.0,1087,25,['blanco cremoso'],10.15,14.435,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,cerro de horno,834.0,994,23,"['blanco', 'amarillo claro']",10.1,16.16,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,cerro de horno,834.0,994,23,"['blanco', 'amarillo claro']",10,16.0736842105263,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,cerro de horno,834.0,994,23,"['blanco', 'amarillo claro']",10.25,15.22,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,"la gloria huiltepetl, camino santa rosa cintepec-juan díaz covarrubias",151.0,1553,25,['blanco cremoso'],13,17.12,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tuxpan,francisco i. madero,153.0,1308,23,['blanco cremoso'],12.2,18.74,bajas,semi-caliente,abundantes
maíz raza olotillo,nuevo leon,montemorelos,ejido san agustín de los arroyos,303.0,715,22,['blanco cremoso'],11.2,16.576,bajas,semi-caliente,intermedias
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,la revancha,337.0,1537,23,"['amarillo', 'amarillo naranja']",9.6,16,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,ejido poza azul,259.0,1221,23,"['amarillo', 'rojo naranja']",11.6,16,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,ejido poza azul,259.0,1221,23,['blanco'],10.8,17,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,ejido poza azul,259.0,1221,23,['blanco'],10,15.6,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,ejido poza azul,259.0,1221,23,"['amarillo', 'rojo naranja']",9.6,17,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,ejido poza azul,259.0,1221,23,['blanco'],9.6,16,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,el tamarindo,639.0,1031,24,['blanco'],9.6,15.55,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,cerro gordo,792.0,987,23,['blanco cremoso'],9.9,19.555,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,ocote seco,975.0,988,23,['blanco'],9.85,13.675,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santiago pinotepa nacional,"santa maría jicaltepec (jicaltepec), aproximadamente a 7 km de pinotepa nacional",512.0,1415,26,['blanco'],9,no disponible,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,ocote seco,968.0,988,23,['blanco'],10.6,14.3,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san lorenzo texmelucan,"la ciénega, el carrizal",1343.0,1142,21,['blanco'],11,12.9,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san lorenzo texmelucan,el carrizal,1343.0,1142,21,['blanco'],9,15.3,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san lorenzo texmelucan,"la ciénega, el carrizal",1343.0,1142,21,['blanco'],no disponible,no disponible,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,huehuetlan,tanleab uno,485.0,1451,23,"['amarillo', 'rojo naranja', 'blanco']",10.8,18.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santo domingo de morelos,santa maría bella vista,387.0,1052,25,['blanco'],9.7,17.025,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san juan bautista valle nacional,santa fe y la mar,105.0,2485,25,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan bautista valle nacional,santa fe y la mar,105.0,2485,25,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan bautista valle nacional,santa fe y la mar,105.0,2485,25,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan bautista valle nacional,santa fe y la mar,105.0,2485,25,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,tecpan de galeana,el pitero,22.0,1009,26,['blanco'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva luz,611.0,974,24,['blanco'],8.85,17.78,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,rincón del venado,611.0,974,24,"['blanco', 'amarillo claro']",9.9,18.055,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva luz,611.0,974,24,['blanco'],8.78947368421053,13.7,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,rincón del venado,611.0,974,24,['blanco cremoso'],9.78947368421053,19.8157894736842,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la primavera,611.0,974,24,['blanco cremoso'],8.6,17.3,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva luz,611.0,974,24,['blanco'],8.9,16.525,bajas,semi-caliente,abundantes
maíz raza olotillo,mexico,temascaltepec,el peñón,1770.0,1060,18,"['amarillo claro', 'rojo']",9.8,16.48,mediana altitud,templada,abundantes
maíz raza olotillo,mexico,temascaltepec,el peñón,1770.0,1060,18,['amarillo claro'],9.4,17,mediana altitud,templada,abundantes
maíz raza olotillo,chiapas,venustiano carranza,miguel hidalgo,592.0,1105,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,llano zacatillo,1138.0,1009,22,['blanco cremoso'],9.6,17.615,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,comitan de dominguez,francisco sarabia,1556.0,1308,18,no disponible,no disponible,no disponible,mediana altitud,templada,abundantes
maíz raza olotillo,chiapas,comitan de dominguez,francisco sarabia,1556.0,1308,18,['amarillo claro'],no disponible,no disponible,mediana altitud,templada,abundantes
maíz raza olotillo,chiapas,comitan de dominguez,francisco sarabia,1556.0,1308,18,['amarillo claro'],no disponible,no disponible,mediana altitud,templada,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,"la gloria huiltepetl, camino santa rosa cintepec-juan díaz covarrubias",200.0,1556,25,['blanco cremoso'],12.2,16.17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la tixca,529.0,989,25,['blanco cremoso'],10.75,13.675,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,emiliano zapata,886.0,993,23,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,emiliano zapata,886.0,993,23,['amarillo naranja'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,coyuca de benitez,paso real,94.0,1129,27,['blanco cremoso'],13.6,18.6,bajas,caliente,abundantes
maíz raza olotillo,hidalgo,atlapexco,tecacahuaco (piedra hueca),328.0,1487,23,['amarillo naranja'],9.4,14.11,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,tixtla de guerrero,almolonga,1696.0,1075,20,['blanco cremoso'],8.8,19.4,mediana altitud,templada,abundantes
maíz raza olotillo,hidalgo,xochiatipan,cruzhica,313.0,1453,23,"['amarillo', 'rojo naranja', 'amarillo', 'rojo naranja']",9.6,18.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,xochiatipan,cruzhica,313.0,1453,23,"['amarillo', 'rojo naranja']",9.6,18.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,marques de comillas,nuevo san isidro,136.0,3051,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,tamaulipas,palmillas,ej. palmillas,1281.0,526,19,"['blanco cremoso', 'amarillo claro', 'amarillo medio', 'naranja', 'azul']",12.4,16.356,mediana altitud,templada,poco abundantes
maíz raza olotillo,veracruz de ignacio de la llave,papantla,"rancho la playa, comunidad rancho la playa",12.0,1298,24,['blanco cremoso'],11.8,17.62,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,el ocote,926.0,902,23,['blanco cremoso'],9.55,16.51,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san lucas ojitlan,san josé lagunas,89.0,2243,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san lucas ojitlan,san josé lagunas,89.0,2243,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san lucas ojitlan,san josé lagunas,89.0,2243,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san lucas ojitlan,san josé lagunas,89.0,2243,25,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san lucas ojitlan,san josé lagunas,89.0,2243,25,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
