race,state,municipality,locality,altitude,precipitation,temperature,grain_color ,rows_ear,average_length,altitude_cat,temperature_cat,precipitation_cat
maíz raza olotillo,Oaxaca,Villa de Tututepec,Santa Ana Tututepec,443,1323,26,['white'],12,18,low,hot,abundant
maíz raza olotillo,Oaxaca,Villa de Tututepec,Santa Ana Tututepec,443,1323,26,['white'],9,17.1,low,hot,abundant
maíz raza olotillo,Oaxaca,Villa de Tututepec,Santa Ana Tututepec,443,1323,26,['light yellow'],11,18.2,low,hot,abundant
maíz raza olotillo,Guerrero,Chilapa de Alvarez,Ayahualulco,1420,1126,21,['creamy white'],9.6,15.4,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Baltazar Yatzachi el Bajo,Hidalgo Yalalag,790,1040,23,"['white', 'dark blue']",9,15.1,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,El Caulote,160,1058,26,['creamy white'],10.7,17.53,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Mazumiapan, Carretera Rincón de Zapatero-el Laurel",22,1318,25,['light yellow'],10.4,14.23,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Mazumiapan, Carretera Rincón de Zapatero-el Laurel",22,1318,25,['creamy white'],10.8,16.05,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Mazumiapan, Carretera Rincón de Zapatero-el Laurel",22,1318,25,['creamy white'],11.4,16.13,low,hot,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,El Tamarindo,440,1032,24,['white'],9.7,17.945,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Catemaco,La Candelaria,480,1730,23,['creamy white'],10.6,12.9,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Catemaco,La Candelaria,480,1730,23,['creamy white'],11.2,12.2,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tuxpan,"San José el Grande, 1 Km de la Congregación Dirección Noroeste",153,1308,23,['creamy white'],10.4,20.55,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Santa Martha Loxicha,709,986,24,['creamy white'],10.1,17.545,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Maria Huatulco,Bajos de Coyula,19,1125,26,['light yellow'],11,17.2,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Maria Huatulco,Bajos de Coyula,19,1125,26,['white'],11,14.9,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Luz,440,997,25,['light yellow'],9.6,16.225,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Luz,440,997,25,['medium yellow'],8.7,17.525,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Salto de Agua,Buena Vista,77,2255,26,"['white', 'blue']",12,17,low,hot,very abundant
maíz raza olotillo,Chiapas,Salto de Agua,Buena Vista,77,2255,26,['light yellow'],11,17,low,hot,very abundant
maíz raza olotillo,Puebla,Tilapa,Colonia San Miguel Tilapa,1239,720,22,['creamy white'],10.3333333333333,,medium altitude,semi-warm,intermediate
maíz raza olotillo,Hidalgo,San Felipe Orizatlan,Texcatla,212,1686,24,['medium yellow'],9.6,15.11,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Olinala,San Lázaro,1769,931,20,['creamy white'],12.4,18.2,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Mateo Rio Hondo,El Cuachepil,2383,1184,15,"['creamy white', 'light yellow']",9.85,16.38,high,cold,abundant
maíz raza olotillo,Guerrero,Chilapa de Alvarez,Zoquiapa,1792,1140,19,['creamy white'],10.8,17.2,medium altitude,temperate,abundant
maíz raza olotillo,Hidalgo,Yahualica,Mecatlán,446,1557,23,['white'],10,16.8,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Yahualica,Mecatlán,446,1557,23,"['yellow', 'red-orange']",11.6,17.8,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Yahualica,Mecatlán,446,1557,23,"['yellow', 'orange-yellow']",10.4,16,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Yahualica,Mecatlán,446,1557,23,"['yellow', 'orange-yellow']",10.4,14.8,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Tuxtepec,868,2140,23,['dark blue'],11,16.16,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Mecayapan,"Al Sur de la Localidad Cerro de la Palma, Carretera Federal Libre a Mecayapan",153,1728,25,['creamy white'],12,17.2,low,hot,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Mecayapan,"Al Sur de la Localidad Cerro de la Palma, Carretera Federal Libre a Mecayapan",153,1728,25,['creamy white'],12.8,14.78,low,hot,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Cerca de Yoloxochitl,284,1574,26,['creamy white'],13.6,17.6,low,hot,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Cerca de Yoloxochitl,284,1574,26,['creamy white'],11.33,16,low,hot,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Cerca de Yoloxochitl,284,1574,26,['creamy white'],11.33,19.83,low,hot,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Los Achotes,284,1574,26,['creamy white'],11.33,18.66,low,hot,very abundant
maíz raza olotillo,Guanajuato,Xichu,Organitos,1158,523,21,['white'],10,20.05,low,semi-warm,low
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Coyoltepec, Camino Ejidal Tilapan-Río Tuxtla",39,1401,25,['light yellow'],12.8,14.9,low,hot,very abundant
maíz raza olotillo,Durango,Mezquital,Huazamota,601,829,25,"['white', 'light yellow']",10,17,low,hot,intermediate
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,La Chinilla,661,1028,23,['creamy white'],9.35,17.135,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huautla,"Chalingo, Barrio Palmar",237,1320,23,"['yellow', 'orange-yellow', 'red-orange', 'yellow', 'orange-yellow', 'red-orange']",10.4,16.6,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huautla,Chalingo,237,1320,23,"['orange-yellow', 'yellow']",10,16,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huautla,Chalingo,237,1320,23,"['yellow', 'orange-yellow', 'red-orange', 'yellow', 'orange-yellow', 'red-orange']",9.6,13.8,low,semi-warm,abundant
maíz raza olotillo,Puebla,Tenampulco,Cerca de el Chacal,87,1625,24,['creamy white'],12.6,18.91,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de la Reforma,378,1569,23,['creamy white'],10.2,17.21,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Olinala,Olinala,1336,934,22,['white'],11.2,19.1,medium altitude,semi-warm,abundant
maíz raza olotillo,Chiapas,Totolapa,Totolapa,661,954,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Venustiano Carranza,Sayotitán,1001,1195,23,"['white', 'dark blue']",,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Santa Úrsula,855,958,23,,9.6,17.85,low,semi-warm,abundant
maíz raza olotillo,Coahuila de Zaragoza,General Cepeda,Pilar de Richarson,1204,273,19,,10,15.05,medium altitude,temperate,scarce
maíz raza olotillo,Hidalgo,Huautla,Chalingo,227,1320,23,['medium yellow'],9.2,16.06,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Los Horcones,191,1060,25,['creamy white'],10.3,15.01,low,hot,abundant
maíz raza olotillo,Puebla,Tilapa,Cerca de Derramadero,1204,724,22,['creamy white'],10,15,medium altitude,semi-warm,intermediate
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Barrio Coyote,162,1049,26,['white'],9.2,14.308,low,hot,abundant
maíz raza olotillo,Puebla,Tlaola,Chicohuaxtla,1199,2228,18,['creamy white'],10.6666666666667,16.0333333333333,low,temperate,very abundant
maíz raza olotillo,Guerrero,Tecoanapa,Cerca de Buena Vista de Allende,401,1497,26,['creamy white'],12.4,14.98,low,hot,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,Tlanempa Común,107,1251,24,"['yellow', 'red-orange', 'orange-yellow']",11.2,17,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Catemaco,"La Candelaria, Carretera San Andrés-Acayucan. Desviación la Candelaria",493,1730,23,['creamy white'],10,13.78,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,Tenexco II,302,1415,23,['creamy white'],9.6,15.87,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Pedro Jicayan,San Pedro Jicayán,404,1390,26,['white'],9,18.1,low,hot,very abundant
maíz raza olotillo,Oaxaca,San Pedro Jicayan,San Pedro Jicayán,404,1390,26,['light yellow'],8,17.1,low,hot,very abundant
maíz raza olotillo,Oaxaca,San Pedro Jicayan,San Pedro Jicayán,404,1390,26,['blue'],9,17.1,low,hot,very abundant
maíz raza olotillo,Oaxaca,San Pedro Jicayan,San Pedro Jicayán,404,1390,26,['light yellow'],8,16,low,hot,very abundant
maíz raza olotillo,Chiapas,Las Rosas,Cerca de Villa las Rosas,1315,1332,20,"['light yellow', 'medium yellow', 'orange-yellow']",9.2,20.71,medium altitude,temperate,abundant
maíz raza olotillo,Chiapas,Frontera Comalapa,Cerca de San Caralampio,587,1335,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Valle Nacional,Cerro Marín,74,2421,25,,,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Antonio Huitepec,San Francisco Yucucundo,2313,886,16,['white'],10,16.8,high,cold,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Ocote,735,977,24,,11.1,17.275,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Tecoanapa,Lagunillas,389,1489,26,['creamy white'],12,16.06,low,hot,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,El Respondón,881,935,23,['white'],8.9,16.125,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,La Chinilla,842,1028,23,['creamy white'],9.27777777777778,17.7833333333333,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Atoyac de Alvarez,Rio Santiago,695,1485,24,['creamy white'],10,16.66,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Atoyac de Alvarez,Rio Santiago,695,1485,24,['white'],12,17.26,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Rayon,"Milpa Vieja, Ejido Rayón",979,688,21,"['creamy white', 'light yellow']",,,low,temperate,intermediate
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,Emiliano Zapata,912,1007,23,['orange-yellow'],,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Jardín del Sur,611,970,24,['creamy white'],9.6,17.47,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huautla,Coatempa,189,1318,23,['red-orange'],9.2,15.8,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Cualac,Chiaucingo (Chapancingo),1370,936,22,['creamy white'],10.8,16.2,medium altitude,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Maria Jacatepec,La Joya,121,2249,25,['creamy white'],11,20,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Maria Jacatepec,La Joya,121,2249,25,['white'],10,20,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Maria Jacatepec,La Joya,121,2249,25,['medium yellow'],12,20,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Siete Palmas,265,1205,24,['white'],9.6,18.2,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Siete Palmas,265,1205,24,"['yellow', 'red-orange', 'yellow', 'red-orange']",9.6,14.8,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Siete Palmas,265,1205,24,['white'],8.8,16.6,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Siete Palmas,265,1205,24,"['yellow', 'red-orange', 'yellow', 'red-orange']",8.8,15,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Siete Palmas,265,1205,24,['white'],8.8,16.8,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Ixcatepec,Siete Palmas,265,1205,24,['white'],11.6,18.4,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de Hueycotitla,308,1358,23,['creamy white'],9.6,15.72,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Suchiapa,Cerca de Pacú,451,1001,26,['white'],8.22222222222222,19.2111111111111,low,hot,abundant
maíz raza olotillo,Chiapas,Suchiapa,Cerca de Pacú,451,1001,26,"['light yellow', 'medium yellow', 'orange-yellow']",8,16.8222222222222,low,hot,abundant
maíz raza olotillo,Oaxaca,San Pablo Coatlan,Villa Tierra,877,932,23,['light yellow'],10.5,17.6,low,semi-warm,abundant
maíz raza olotillo,Campeche,Hecelchakan,Cumpich,34,1161,25,,,,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Enmedio,547,969,24,['creamy white'],9.44,20.092,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Enmedio,547,969,24,['white'],9.6,17,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Enmedio,547,969,24,['white'],10.2,15.3,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Metztitlan,La Rivera,1740,553,17,['creamy white'],11.2,14.73,medium altitude,cold,low
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,La Chinilla,515,1022,24,['creamy white'],9.75,17.92,low,semi-warm,abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Horcasitas (Atotonilco de Hoscasitas),353,1657,26,['creamy white'],12.5,18.25,low,hot,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Horcasitas (Atotonilco de Hoscasitas),353,1657,26,['creamy white'],14.83,17.83,low,hot,very abundant
maíz raza olotillo,San Luis Potosi,Guadalcazar,Guadalcazar,1633,543,18,['creamy white'],8.4,18.15,medium altitude,cold,low
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Chivela,1124,938,22,"['white', 'light yellow']",9.84,15.592,low,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Chupadero,179,1541,24,"['yellow', 'orange-yellow']",10.4,19.4,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Chupadero,179,1541,24,"['yellow', 'orange-yellow']",10,14,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Jonotla,San Antonio Rayón,148,1927,24,['creamy white'],12.6,17.18,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Juquila,San Marcos Zacatepec,800,1247,24,"['white', 'light yellow']",14,18.5,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Juquila,San Marcos Zacatepec,800,1247,24,['white'],13,17.9,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Juquila,San Marcos Zacatepec,800,1247,24,['white'],14,17.7,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Juquila,San Marcos Zacatepec,800,1247,24,['light yellow'],10,13.2,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Juquila,San Marcos Zacatepec,800,1247,24,['light yellow'],12,18.3,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Enmedio,563,970,24,['creamy white'],9.55,17.315,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Enmedio,563,970,24,['creamy white'],9.92,18.172,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Enmedio,563,970,24,['white'],10.3,14.53,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Ometepec,Cerca de Cochoapa (al E de la Localidad),366,1449,26,,,,low,hot,very abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Barrio Coyote,156,1049,26,['white'],11.3,18.07,low,hot,abundant
maíz raza olotillo,Hidalgo,Chapulhuacan,Chapulhuacan,638,1374,23,['light yellow'],,,low,semi-warm,very abundant
maíz raza olotillo,Morelos,Coatetelco,Coatetelco,973,909,23,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Puebla,Zacapoaxtla,Xalacapan,1637,1824,16,['white'],10,,medium altitude,cold,very abundant
maíz raza olotillo,Puebla,Zacapoaxtla,"Xalacapan, 3 Km de Zacapoaxtla",1637,1824,16,['white'],10,,medium altitude,cold,very abundant
maíz raza olotillo,Puebla,Zacapoaxtla,"Xalacapan, 3 Km de Zacapoaxtla",1637,1824,16,['white'],10,,medium altitude,cold,very abundant
maíz raza olotillo,Puebla,Zacapoaxtla,"Xalacapan, 3 Km de Zacapoaxtla",1637,1824,16,"['white', 'light yellow', 'red', 'dark blue']",11,,medium altitude,cold,very abundant
maíz raza olotillo,Puebla,Zacapoaxtla,Xalacapan,1637,1824,16,['white'],10,,medium altitude,cold,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,"La Esperanza, Camino Santa Rosa Cintepec-Juan Díaz Cobarruvias",174,1556,25,['creamy white'],11.6,19.2,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,La Chinilla,534,1022,24,['creamy white'],10.24,13.376,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,Rivera de Nambia,466,1007,26,['light yellow'],,,low,hot,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,El Tejocote,1041,900,22,['orange-yellow'],10.08,15.86,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,El Tejocote,1041,900,22,"['white', 'light yellow']",9.88,14.96,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Cruz Zenzontepec,"Barrio de Abajo, Quinicuano",706,1494,25,['white'],9,14.9,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Cruz Zenzontepec,"Barrio de Abajo, Quinicuano",706,1494,25,['white'],13,18.1,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Cruz Zenzontepec,"Barrio de Abajo, Quinicuano",706,1494,25,['light yellow'],13,17.3,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Cruz Zenzontepec,"Barrio de Abajo, Quinicuano",706,1494,25,['white'],11,15.4,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Juquila,San José Ixtapan,733,1156,25,['white'],10,15.3,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Juquila,San José Ixtapan,733,1156,25,['white'],11,17.9,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Juquila,San José Ixtapan,733,1156,25,['white'],9,15.4,low,semi-warm,abundant
maíz raza olotillo,Puebla,Zoquiapan,Zoquiapan,1076,2366,19,"['white', 'dark blue']",10,,low,temperate,very abundant
maíz raza olotillo,Puebla,Zoquiapan,Zoquiapan,1076,2366,19,"['white', 'light yellow', 'dark blue']",10,,low,temperate,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de Tlatlapango el Grande,356,1495,23,['creamy white'],9.2,17.82,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,San Lucas,El Zapotal,677,948,25,['light yellow'],11,18.1,low,semi-warm,abundant
maíz raza olotillo,Chiapas,San Lucas,El Zapotal,677,948,25,['light yellow'],10,17.5,low,semi-warm,abundant
maíz raza olotillo,Chiapas,San Lucas,El Zapotal,677,948,25,['white'],10,16.1,low,semi-warm,abundant
maíz raza olotillo,Chiapas,San Lucas,El Zapotal,677,948,25,['white'],10,19.7,low,semi-warm,abundant
maíz raza olotillo,Chiapas,San Lucas,El Zapotal,677,948,25,['white'],9,21,low,semi-warm,abundant
maíz raza olotillo,Chiapas,San Lucas,El Zapotal,677,948,25,['white'],8,11.3,low,semi-warm,abundant
maíz raza olotillo,Chiapas,San Lucas,El Zapotal,677,948,25,['light yellow'],10,17.9,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,San José del Peñasco,711,951,24,['white'],9.3,17.56,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Agua Blanca de Iturbide,San Cornelio,1582,1472,17,['creamy white'],13.4,17.5,medium altitude,cold,very abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Llano de Hombre,1189,1009,22,['light yellow'],11.3,12.975,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Jardín del Sur,558,970,24,['light yellow'],10.3157894736842,11.3894736842105,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Zihuatanejo de Azueta,Agua de Correa,380,1117,25,"['white', 'light yellow']",,,low,hot,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Santa Martha Loxicha,813,986,24,,9.45,19.165,low,semi-warm,abundant
maíz raza olotillo,Puebla,Acateno,Cerca de la Esmeralda (Finca la Esmeralda),104,1718,24,['creamy white'],9.8,15.37,low,semi-warm,very abundant
maíz raza olotillo,Queretaro,Pinal de Amoles,Ahuacatlán de Guadalupe,1101,592,22,"['blue', 'dark blue']",13.4,18.2,low,semi-warm,low
maíz raza olotillo,Queretaro,Pinal de Amoles,Ahuacatlán de Guadalupe,1101,592,22,"['light yellow', 'orange-yellow']",13,16.4,low,semi-warm,low
maíz raza olotillo,Guerrero,La Union de Isidoro Montes de Oca,La Unión,71,963,27,['creamy white'],12.8,17.1,low,hot,abundant
maíz raza olotillo,Chiapas,Teopisca,Nuevo Leon,1135,1267,22,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Puebla,Zacapoaxtla,Tahitic,1433,2081,17,"['white', 'light yellow', 'dark blue']",,,medium altitude,cold,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"El Remolino, Camino los Naranjos-Popotal",34,1354,25,"['orange-yellow', 'orange']",10.6,17.06,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,Santa Rosa Abata,534,1782,23,['creamy white'],11.4,18.8,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Santa Úrsula,851,958,23,['creamy white'],10.95,16.77,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,La Chinilla,803,1028,23,,9.9,19.275,low,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Coxcatlan,Barrio la Palma,185,1536,24,['light yellow'],11,17.2,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,El Comején,1113,954,21,"['white', 'medium yellow']",9.9,17.46,low,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Huehuetlan,Huehuetlán,373,1504,23,"['white', 'yellow']",11.2,19.2,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Suchiapa,Cerca de Pacú,446,1001,26,['creamy white'],8.4,18.59,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Cuesta Amarilla, Carretera el Salto-Abrevadero",99,1544,25,['creamy white'],11.6,16.15,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Acatlan de Perez Figueroa,Tembladera del Castillo,84,1972,25,"['white', 'light yellow']",11,20,low,hot,very abundant
maíz raza olotillo,Puebla,Acateno,Ejido Palo Gacho,378,2044,23,['creamy white'],10.75,14.6,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Acateno,Ejido Palo Gacho,378,2044,23,['creamy white'],10.5,15.6375,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Ometepec,"Cerca de San Francisco (la Palma, al SW de la Localidad)",279,1345,27,,,,low,hot,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Ocote,679,985,24,['creamy white'],10.24,19.64,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Hueycuatitla,322,1498,23,"['yellow', 'white', 'yellow', 'white']",10,16.4,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Ranchería el Sol,145,1707,24,['orange-yellow'],,,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Ranchería el Sol,145,1707,24,,,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Piedra Grande,1209,1046,21,['creamy white'],11.2,17.33,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Barrio Coyote,159,1049,26,"['white', 'light yellow']",9.95,14.91,low,hot,abundant
maíz raza olotillo,Hidalgo,Huazalingo,Otecoch,457,1500,23,['orange-yellow'],8.8,15.2,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Tilapa,Colonia San Miguel Tilapa,1237,720,22,['creamy white'],9.33333333333333,12.1166666666667,medium altitude,semi-warm,intermediate
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,San Antonio Cofradía,856,940,24,"['white', 'light yellow']",9.4,16.525,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Molango de Escamilla,Molango,1615,617,17,"['white', 'light yellow', 'orange']",,,medium altitude,cold,low
maíz raza olotillo,Oaxaca,Putla Villa de Guerrero,Jicaltepec,890,1634,23,['dark blue'],9.1,13.2,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Putla Villa de Guerrero,Jicaltepec,890,1634,23,"['white', 'red']",10,17.1,low,semi-warm,very abundant
maíz raza olotillo,Morelos,Coatetelco,Cerca de Coatetelco,971,907,23,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Atlapexco,"Cochiscuatitla, Teixcoapa",336,1443,23,['yellow'],9.2,14.4,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,Cochiscuatitla,336,1443,23,"['yellow', 'yellow']",10.4,16.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,"Cochiscuatitla, Caljtarepa",336,1443,23,"['yellow', 'orange-yellow']",10,15.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,Cochiscuatitla,336,1443,23,"['yellow', 'white']",9.4,15,low,semi-warm,very abundant
maíz raza olotillo,Mexico,Malinalco,San Sebastian,2054,1129,17,['white'],8,15.04,high,cold,abundant
maíz raza olotillo,Guerrero,Coyuca de Benitez,Atoyaquillo,132,1130,26,['creamy white'],13.2,18.5,low,hot,abundant
maíz raza olotillo,Guerrero,Coyuca de Benitez,Atoyaquillo,132,1130,26,['creamy white'],12,17,low,hot,abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Tuxtepec,Mazín Chico,67,2240,25,['white'],11,18,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Tuxtepec,Mazín Chico,67,2240,25,['white'],12,22,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Bautista Tuxtepec,Mazín Chico,67,2240,25,['white'],12,19,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Acateno,La Palma,320,2056,23,['creamy white'],13.1111111111111,17.0333333333333,low,semi-warm,very abundant
