race,state,municipality,locality,altitude,precipitation,temperature,grain_color ,rows_ear,average_length,altitude_cat,temperature_cat,precipitation_cat
maíz raza olotillo,Chiapas,Venustiano Carranza,Colonia Flores Magón,480,1110,25,['light yellow'],,,low,hot,abundant
maíz raza olotillo,Chiapas,Venustiano Carranza,Colonia Flores Magón,480,1110,25,['white'],10,19,low,hot,abundant
maíz raza olotillo,Puebla,Hueytamalco,Cerca del Ejido Palo Gacho (al Sur de Palo Gacho),513,2462,21,['creamy white'],10.5,17.15,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Tuxtla Chico,Ejido Sur de Guillen,190,2610,27,['white'],11,16,low,hot,very abundant
maíz raza olotillo,Guerrero,Coyuca de Benitez,El Encino Prieto,365,1162,26,['creamy white'],11.2,19.3,low,hot,abundant
maíz raza olotillo,Chiapas,La Independencia,Emiliano Zapata,1495,1275,18,['white'],,,medium altitude,temperate,abundant
maíz raza olotillo,Puebla,Xochitlan de Vicente Suarez,Xochitlan,1051,2347,19,"['light yellow', 'red']",,,low,temperate,very abundant
maíz raza olotillo,Chiapas,Venustiano Carranza,Ejido Soyatitán,855,1122,24,['white'],12,13.5,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Venustiano Carranza,Ejido Soyatitán,855,1122,24,"['white', 'red']",10,18,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Ocote,739,977,24,,9.8,16.875,low,semi-warm,abundant
maíz raza olotillo,Puebla,Xochiapulco,"Atzalán, Aledaño al Ejido Atzalán",1590,1942,17,['white'],11,,medium altitude,cold,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Catemaco,"San Juan Seco, Camino San Juan Seco-el Chamizal",376,1696,24,['creamy white'],10.2,18.77,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Cintalapa,Cerca de Villamorelos,704,790,24,['white'],10.4,16.35,low,semi-warm,intermediate
maíz raza olotillo,Tamaulipas,Hidalgo,Ejido la Trinidad,399,816,22,['light yellow'],8,18.6,low,semi-warm,intermediate
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,La Chinilla,729,1022,24,['white'],9.3,16.57,low,semi-warm,abundant
maíz raza olotillo,Puebla,Tenampulco,Cerca de el Chacal,82,1625,24,['creamy white'],12.4444444444444,20.5111111111111,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Lalana,Arroyo Blanco,219,2350,24,['white'],11,26,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Castillo de Teayo,El Xuchitl,111,1250,24,['creamy white'],11.4,17.66,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Gusano,1325,947,21,['creamy white'],9.7,17.25,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Gusano,1325,947,21,,10.35,17.675,medium altitude,temperate,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Papantla,"Benito Juárez, Comunidad Benito Juárez",188,1631,23,['creamy white'],12.4,19.27,low,semi-warm,very abundant
maíz raza olotillo,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,Coalcomán,1031,1139,22,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,Coalcomán,1031,1139,22,"['white', 'orange']",,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Ocote,712,977,24,,9.05,18.855,low,semi-warm,abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Cuanacaxtitlan,469,1734,26,['creamy white'],11.6,15.3,low,hot,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,"Chapulhuacanito, Barrio Kuakumol",158,1672,24,"['yellow', 'red-orange']",10.8,16,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Chapulhuacanito,158,1672,24,['yellow'],9.2,18.8,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Axochio, Camino Tilapan-Río Tuxtla, Entre Coyoltepec y la Redonda",39,1402,25,['creamy white'],12.6,17.57,low,hot,very abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,Los Riegos,1580,1239,18,['light yellow'],,,medium altitude,temperate,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,Los Riegos,1580,1239,18,['white'],,,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Ocote,692,977,24,,10.1,19.125,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,El Cacalote,1040,1031,21,['white'],9.5,12.72,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,El Cacalote,1040,1031,21,['white'],9.8,14.835,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,"Santa Cruz, Barrio José López Portillo",123,1454,24,"['orange-yellow', 'yellow']",10.4,20.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,"Santa Cruz, Barrio el Mirador",123,1454,24,['yellow'],10.2,17,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Enmedio,584,969,24,"['white', 'light yellow']",9.8,16.575,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Enmedio,584,969,24,['creamy white'],9.9,15.25,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huautla,"Tzacuala, Barrio Chote",205,1321,24,"['yellow', 'orange-yellow', 'yellow', 'orange-yellow']",9.8,14.4,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de el Paraje,293,1390,23,"['light yellow', 'medium yellow', 'orange-yellow']",9.6,16.02,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Ayotzintepec,Monte Mario,127,2345,24,['white'],12,22,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Santa Rosa Abata, Carretera San Andrés Tuxtla-Catemaco, Desviación Santa Rosa Abata",505,1782,23,['red'],10.4,18.64,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chiconamel,Mohuijco,152,1388,24,['yellow'],10.4,15,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Palma Real,336,1548,23,"['yellow', 'orange-yellow']",8.4,15.4,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,El Carmen,272,1580,26,['creamy white'],12.4,15.8,low,hot,very abundant
maíz raza olotillo,Nayarit,Compostela,Compostela,829,1282,22,"['white', 'light yellow']",,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Ocozocoautla de Espinosa,El Gavilán,750,931,24,,,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Ocozocoautla de Espinosa,El Gavilán,750,931,24,['red'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Ocozocoautla de Espinosa,El Gavilán,750,931,24,['light yellow'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Ocozocoautla de Espinosa,El Gavilán,750,931,24,['light yellow'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Ocozocoautla de Espinosa,El Gavilán,750,931,24,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chiconquiaco,"Los Naranjos, Parte Baja de Chiconquiaco",1279,1611,18,['creamy white'],12.6,17.73,medium altitude,temperate,very abundant
maíz raza olotillo,Oaxaca,Santo Domingo de Morelos,Santa María Bella Vista,330,1042,25,['creamy white'],9.9,18,low,hot,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,El Caulote,185,1058,26,['light yellow'],9.9,17.905,low,hot,abundant
maíz raza olotillo,Coahuila de Zaragoza,San Pedro,San Francisco de Arriba,1117,207,21,,12.2,16.3,low,temperate,scarce
maíz raza olotillo,Hidalgo,Xochiatipan,Tlaltecatla,332,1546,23,"['yellow', 'red-orange', 'yellow', 'red-orange']",9.6,14.2,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Xochiatipan,Tlaltecatla,332,1546,23,"['white', 'yellow']",9.6,17,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Xochiatipan,Tlaltecatla,332,1546,23,"['white', 'mottled', 'blue', 'white', 'mottled', 'blue']",9.2,17.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,Humotitla Coyuco,133,1341,24,['yellow'],8.4,15.8,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,Los Coyotes,112,1455,24,['creamy white'],9,19.95,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Actopan,Esperanza,181,1026,25,,,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,La Trinitaria,Palo Gordo,714,1128,24,"['white', 'light yellow']",13,16.8,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Ometepec,"Cerca de San Francisco (la Palma, al SSW de la Localidad)",269,1345,27,,,,low,hot,abundant
maíz raza olotillo,Guerrero,Tecoanapa,Xalpatlahuac,689,1668,24,['creamy white'],9.2,14.94,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Macahuite,705,978,24,['creamy white'],10.6,21.905,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Macahuite,705,978,24,['creamy white'],9.7,17.05,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Las Margaritas,Lomantan,1770,1185,17,['light yellow'],,,medium altitude,cold,abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,"Terán, Zapata SE Localiza al Interior de la Localidad Delegación Terán",567,960,25,['dark blue'],,,low,hot,abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,"Terán, la Colonia Zapata SE Localiza al Interior de la Localidad Delegación Terán",567,960,25,"['white', 'dark blue']",,,low,hot,abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,"Terán, Ribera del Carmen SE Localiza al Interior de la Delegación Terán",567,960,25,,,,low,hot,abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,"Terán, Zapata SE Localiza al Interior de la Localidad Delegación Terán",567,960,25,['white'],,,low,hot,abundant
maíz raza olotillo,Chiapas,Tuxtla Gutierrez,"Terán, Ribera del Carmen SE Localiza al Interior de la Delegación Terán",567,960,25,,,,low,hot,abundant
maíz raza olotillo,San Luis Potosi,Huehuetlan,La Escalera,113,1566,24,"['orange-yellow', 'orange-yellow']",8.4,12.8,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,"Chalahuiapa, en el Ejido de Chalahuayapan",265,1348,23,['creamy white'],8.4,18.64,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,"Chalahuiapa, en el Ejido de Chalahuayapan",265,1348,23,['creamy white'],9,16.86,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,"Chalahuiapa, en el Ejido de Chalahuayapan",265,1348,23,['creamy white'],9,16.11,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,"Chalahuiapa, en el Ejido de Chalahuayapan",265,1348,23,['creamy white'],9.2,17.34,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Tecoanapa,Tlayoyotepec,612,1679,25,['creamy white'],10.8,16.66,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Río Molino,766,1007,22,"['creamy white', 'light yellow']",10.7,14.995,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Soteapan,"Al Sur de la Localidad Cerro de la Palma, Carretera Federal Libre a Mecayapan",130,1722,25,"['orange', 'red-orange']",11.8,13.88,low,hot,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Tulapan, Carretera Salto de Eyipantla-Abrevadero",82,1465,25,['creamy white'],11,18.45,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Arroyo Hueso,1506,981,20,"['white', 'light yellow']",10.1,18.5,medium altitude,temperate,abundant
maíz raza olotillo,Chiapas,Jiquipilas,Ejido Miguel Hidalgo,538,910,24,['white'],10,15,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Falda del Gachupín,807,1022,23,,9.55,16.455,low,semi-warm,abundant
maíz raza olotillo,Tamaulipas,San Fernando,Ejido Juan Antonio,48,612,23,['creamy white'],10.64,15.54,low,semi-warm,low
maíz raza olotillo,San Luis Potosi,Tampamolon Corona,Río Florido,88,1434,24,['orange-yellow'],,,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atotonilco el Grande,El Contadero,1913,638,16,['creamy white'],8.4,12.92,high,cold,low
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Manuel María Contreras,101,1250,24,['creamy white'],10.8,18.86,low,semi-warm,abundant
maíz raza olotillo,Morelos,Tlaquiltenango,Xicatlacotla,824,822,24,['white'],10.4,14.72,low,semi-warm,intermediate
maíz raza olotillo,Veracruz de Ignacio de la Llave,Catemaco,La Candelaria,484,1730,23,['creamy white'],9.4,14.4,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Catemaco,La Candelaria,484,1730,23,"['red-orange', 'red', 'dark red']",10.4,17.13,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Tampacán,131,1534,24,"['medium yellow', 'orange-yellow']",8.8,14,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Tampacán,131,1534,24,['creamy white'],,,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Malinaltepec,Monte Alegre,1693,1406,20,['creamy white'],11.2,15.6,medium altitude,temperate,very abundant
maíz raza olotillo,Guerrero,Tlacoachistlahuaca,Cerca de Tlacoachistlahuaca (al E de la Localidad),416,1508,26,,,,low,hot,very abundant
maíz raza olotillo,Chiapas,La Independencia,Zapata,1511,1277,18,['light yellow'],,,medium altitude,temperate,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,"Los Ajos, Sta. Clara",126,1247,24,['yellow'],9.2,14.6,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,"Los Ajos, Sta. Clara",126,1247,24,"['yellow', 'white']",8.8,16.8,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,"Los Ajos, Sta. Clara",126,1247,24,"['white', 'yellow', 'white', 'yellow']",10,16.2,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,"Los Ajos, Sta. Clara",126,1247,24,['white'],10,19.2,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,"Los Ajos, Sta. Clara",126,1247,24,['white'],10,18,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Santa María Bella Vista,331,1046,25,['white'],11,12.875,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,Ayoco,242,1329,23,['creamy white'],9.8,16.23,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Catemaco,"San Pedro Quimichostayo, Camino a Laguneta",487,1741,23,['creamy white'],10.4,18.33,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Jiquipilas,Jiquipilas,531,901,24,['creamy white'],10,17,low,semi-warm,abundant
maíz raza olotillo,Chiapas,La Trinitaria,Carmen Xhan,1232,1473,20,['white'],,,medium altitude,temperate,very abundant
maíz raza olotillo,Chiapas,La Trinitaria,Carmen Xhan,1232,1473,20,['light yellow'],,,medium altitude,temperate,very abundant
maíz raza olotillo,Chiapas,Suchiapa,Plan de Munumi,458,1000,26,['white'],8.6,17.55,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de Tlatlapango el Grande,299,1390,23,['creamy white'],9.4,17.69,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Pedro Jicayan,San José Yutatuyaa,269,1300,27,['light yellow'],9,16.5,low,hot,abundant
maíz raza olotillo,Oaxaca,San Pedro Jicayan,San José Yutatuyaa,269,1300,27,['blue'],9,17.1,low,hot,abundant
maíz raza olotillo,Oaxaca,Tataltepec de Valdes,Tataltepec de Valdés,866,1465,24,['blue'],10,15.1,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Tataltepec de Valdes,Tataltepec de Valdés,866,1465,24,['light yellow'],14,15.5,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Tataltepec de Valdes,Tataltepec de Valdés,866,1465,24,['white'],15,18.7,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Chiapa de Corzo,Cerca de Zapata 1,436,1009,26,"['white', 'creamy white']",10,18.6285714285714,low,hot,abundant
maíz raza olotillo,Chiapas,Chiapa de Corzo,Cerca de Zapata 1,436,1009,26,['light yellow'],11.6,21.61,low,hot,abundant
maíz raza olotillo,San Luis Potosi,Axtla de Terrazas,Axtla de Terrazas,96,1564,24,"['medium yellow', 'orange-yellow']",9.6,14.6,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,Colonia Hidalgo Comitán,1917,1158,16,['light yellow'],,,high,cold,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chiconquiaco,"Los Naranjos, Parte Baja de Chiconquiaco",1280,1611,18,"['creamy white', 'light yellow', 'medium yellow']",10.2,16.59,medium altitude,temperate,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,"La Chamizal, Camino Santa Rosa Cintepec-Juan Díaz Cobarruvias",200,1607,24,['creamy white'],13,16.21,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,Los Horcones,190,1049,25,['creamy white'],12.4,13.93,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Cruz Zenzontepec,Santa María Tlapanalquiahuitl,943,1444,24,['light yellow'],12,15.7,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Cruz Zenzontepec,Santa María Tlapanalquiahuitl,943,1444,24,"['white', 'light yellow', 'red']",11,15.6,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Cruz Zenzontepec,Santa María Tlapanalquiahuitl,943,1444,24,['white'],12,17.7,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Cruz Zenzontepec,Santa María Tlapanalquiahuitl,943,1444,24,"['white', 'light yellow']",10,15.4,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Huehuetlan,Tandzumadz,420,1501,23,"['white', 'yellow', 'red-orange']",11.6,19,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Ejido de Cuanacastitlán,732,1738,25,['creamy white'],12,11,low,hot,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Chilocuil Taman,289,1680,24,"['white', 'red', 'red-orange']",10.8,20,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Chilocuil Taman,289,1680,24,"['blue', 'red-orange', 'yellow', 'blue', 'red-orange', 'yellow']",10.4,17.2,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Chilocuil Taman,289,1680,24,"['yellow', 'blue']",11.6,19.6,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Chilocuil Taman,289,1680,24,"['white', 'blue']",10,17,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Esperanza,864,909,23,['orange-yellow'],9.76,13.7,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Mechoacan,Santa Catarina Mechoacán,236,1309,27,['red'],10,15.8,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Mechoacan,Santa Catarina Mechoacán,236,1309,27,['white'],11,17.6,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Mechoacan,Santa Catarina Mechoacán,236,1309,27,['white'],10,19.1,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Mechoacan,Santa Catarina Mechoacán,236,1309,27,['white'],9,17.4,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Mechoacan,Santa Catarina Mechoacán,236,1309,27,['white'],10,16.4,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Mechoacan,Santa Catarina Mechoacán,236,1309,27,['light yellow'],8,12.6,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Mechoacan,Santa Catarina Mechoacán,236,1309,27,['white'],11,15.9,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Mechoacan,Santa Catarina Mechoacán,236,1309,27,['white'],10,16.5,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Mechoacan,Santa Catarina Mechoacán,236,1309,27,['white'],10,17.2,low,hot,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Tamarindo,562,1001,24,,10.05,17.29,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de el Paraje,293,1390,23,['creamy white'],10.2,15.97,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Llano,594,998,24,,10.2,18.855,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,San Felipe Orizatlan,Taxiscoatitla,148,1533,24,"['yellow', 'yellow']",10.8,15,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Chuniapan de Arriba, Comunidad Chuniapan de Arriba",151,1627,24,['creamy white'],13,18.03,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Venustiano Carranza,Paraíso Grijalva,667,1248,25,['light yellow'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,"Yaltzi, Tres Lagunas",1859,1182,17,['white'],,,high,cold,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,"Yaltzi, Tres Lagunas",1859,1182,17,['white'],,,high,cold,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,"Yaltzi, Tres Lagunas",1859,1182,17,['white'],,,high,cold,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,"Yaltzi, Tres Lagunas",1859,1182,17,['light yellow'],,,high,cold,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,"Yaltzi, Tres Lagunas",1859,1182,17,['light yellow'],,,high,cold,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,"Yaltzi, Tres Lagunas",1859,1182,17,['white'],,,high,cold,abundant
maíz raza olotillo,Chiapas,Comitan de Dominguez,"Yaltzi, Tres Lagunas",1859,1182,17,['white'],,,high,cold,abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Chililillo,195,1564,24,"['yellow', 'orange-yellow']",9.2,19.4,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Cuanacaxtitlan,473,1734,26,['dark blue'],12.4,15.9,low,hot,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Cuanacaxtitlan,473,1734,26,['creamy white'],10.4,16.9,low,hot,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"El Remolino, Camino los Naranjos-Popotal",30,1354,25,['orange-yellow'],11,16.53,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Río Aguacate,420,990,25,['white'],9.4,18.535,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Teopisca,Campo Santiago,2103,1219,15,,,,high,cold,abundant
maíz raza olotillo,Chiapas,Teopisca,Campo Santiago,2103,1219,15,['white'],,,high,cold,abundant
maíz raza olotillo,Chiapas,Teopisca,Campo Santiago,2103,1219,15,,,,high,cold,abundant
maíz raza olotillo,Chiapas,Teopisca,Campo Santiago,2103,1219,15,,,,high,cold,abundant
maíz raza olotillo,Chiapas,Teopisca,Campo Santiago,2103,1219,15,,,,high,cold,abundant
maíz raza olotillo,Chiapas,Teopisca,Campo Santiago,2103,1219,15,,,,high,cold,abundant
maíz raza olotillo,Chiapas,Teopisca,Campo Santiago,2103,1219,15,,,,high,cold,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Tlatlapango Grande,347,1495,23,"['yellow', 'red-orange', 'white']",10,17,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Cuetzalan del Progreso,Atalpa,565,2483,22,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Cuetzalan del Progreso,Atalpa,565,2483,22,['light yellow'],,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Los Pocitos,1134,993,22,['creamy white'],9.95,13.875,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Sebastian Ixcapa,Costatitlán,127,1256,27,"['dark blue', 'black']",11,16.5,low,hot,abundant
maíz raza olotillo,Guerrero,Petatlan,Murga,115,997,26,['light yellow'],12,11.7,low,hot,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,El Tamarindo,448,1032,24,"['white', 'light yellow']",9.9,17.325,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Amatenango de la Frontera,"Amatenango de la Frontera (Amatenango Viejo), al Interior del Ejido Amatenango de la Frontera",902,2705,23,,,,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Amatenango de la Frontera,"Amatenango de la Frontera (Amatenango Viejo), al Interior del Ejido Amatenango de la Frontera",902,2705,23,,,,low,semi-warm,very abundant
maíz raza olotillo,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,La Guadalupe,1028,1160,22,"['white', 'light yellow']",12,16.1,low,semi-warm,abundant
maíz raza olotillo,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,La Guadalupe,1028,1160,22,['white'],8,20.4,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huazalingo,La Ceiba,371,1456,23,"['yellow', 'red-orange', 'white', 'yellow', 'red-orange', 'white']",9.6,15.2,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Tulcingo,Cerca de Tulcingo del Valle,1107,690,23,"['blue', 'black']",10,15.72,low,semi-warm,intermediate
maíz raza olotillo,Veracruz de Ignacio de la Llave,Acayucan,"La Esperanza Malota, Carretera Veracruz-Acayucan, Desviación en Vista Hermosa",103,1537,25,['creamy white'],12.4,14.25,low,hot,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Acayucan,"La Esperanza Malota, Carretera Veracruz-Acayucan, Desviación en Vista Hermosa",103,1537,25,['creamy white'],12.2,15.45,low,hot,very abundant
maíz raza olotillo,Chiapas,Venustiano Carranza,Cerca de Barrio San Francisco,643,1120,25,['white'],8.4,17.05,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de la Reforma,439,1533,23,"['creamy white', 'black']",9.6,16.82,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de la Reforma,439,1533,23,"['medium yellow', 'orange-yellow']",10,15.98,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Yahualica,Tepetitla,491,1538,22,['medium yellow'],9.8,13.82,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Espinal,"Plan de la Noria, Casa del Productor",87,1571,24,['creamy white'],11.4,19.8,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Espinal,"Plan de la Noria, Casa del Productor",87,1571,24,['creamy white'],12.4,21.14,low,semi-warm,very abundant
